0.16, 1.34, -0.06, 352.65, 321.68, 1.11
0.16, 1.34, -0.06, 352.65, 321.68, 1.11
0.16, 1.34, -0.06, 351.25, 320.83, 0.25
0.16, 1.34, -0.06, 351.84, 320.82, 0.15
0.16, 1.34, -0.06, 351.91, 320.84, 0.12
0.16, 1.34, -0.06, 352.58, 321.07, 359.79
0.17, 1.34, -0.05, 352.88, 321.31, 359.65
0.17, 1.34, -0.05, 353.24, 321.50, 359.52
0.17, 1.34, -0.05, 353.66, 321.68, 359.41
0.17, 1.34, -0.05, 353.94, 321.80, 359.35
0.17, 1.34, -0.05, 354.28, 321.95, 359.28
0.17, 1.34, -0.05, 354.69, 322.09, 359.23
0.17, 1.33, -0.05, 354.88, 322.17, 359.23
0.17, 1.33, -0.05, 355.28, 322.34, 359.17
0.17, 1.33, -0.05, 355.70, 322.54, 359.12
0.17, 1.33, -0.05, 355.97, 322.82, 359.15
0.17, 1.33, -0.05, 356.19, 323.07, 359.16
0.17, 1.33, -0.05, 356.26, 323.64, 359.28
0.17, 1.33, -0.05, 356.96, 325.44, 359.52
0.17, 1.33, -0.05, 356.98, 325.82, 359.57
0.17, 1.33, -0.05, 357.02, 326.30, 359.63
0.17, 1.33, -0.05, 357.01, 326.66, 359.73
0.17, 1.33, -0.05, 357.10, 327.05, 359.80
0.17, 1.33, -0.05, 357.14, 327.40, 359.85
0.17, 1.33, -0.05, 357.17, 327.69, 359.88
0.17, 1.33, -0.05, 357.20, 327.98, 359.81
0.17, 1.33, -0.05, 357.21, 328.28, 359.80
0.17, 1.33, -0.05, 357.28, 328.39, 359.89
0.17, 1.33, -0.05, 357.50, 329.22, 0.03
0.17, 1.33, -0.05, 357.51, 329.13, 359.98
0.17, 1.33, -0.05, 357.52, 328.99, 359.92
0.17, 1.33, -0.05, 357.51, 328.84, 359.86
0.17, 1.33, -0.05, 357.50, 328.62, 359.83
0.17, 1.33, -0.05, 357.51, 328.43, 359.80
0.17, 1.33, -0.05, 357.50, 328.27, 359.79
0.17, 1.33, -0.05, 357.50, 328.11, 359.77
0.17, 1.33, -0.05, 357.50, 327.97, 359.77
0.17, 1.33, -0.05, 357.50, 327.85, 359.78
0.17, 1.33, -0.05, 357.46, 327.76, 359.78
0.17, 1.33, -0.05, 357.43, 327.69, 359.81
0.17, 1.33, -0.05, 357.41, 327.62, 359.85
0.17, 1.33, -0.05, 357.40, 327.57, 359.88
0.17, 1.33, -0.05, 357.37, 327.53, 359.91
0.17, 1.33, -0.05, 357.36, 327.47, 359.95
0.17, 1.33, -0.05, 357.34, 327.47, 359.99
0.17, 1.33, -0.05, 357.33, 327.44, 0.00
0.17, 1.33, -0.05, 357.35, 327.43, 0.02
0.17, 1.33, -0.05, 357.40, 327.43, 0.03
0.17, 1.33, -0.05, 357.40, 327.42, 0.03
0.17, 1.33, -0.05, 357.41, 327.40, 0.03
0.17, 1.33, -0.05, 357.40, 327.39, 0.02
0.17, 1.33, -0.05, 357.40, 327.35, 0.01
0.17, 1.33, -0.05, 357.41, 327.32, 0.00
0.17, 1.33, -0.05, 357.41, 327.27, 0.01
0.17, 1.33, -0.05, 357.35, 327.22, 0.02
0.17, 1.33, -0.05, 357.31, 327.16, 0.04
0.17, 1.33, -0.05, 357.28, 327.10, 0.04
0.17, 1.33, -0.05, 357.26, 327.01, 0.04
0.17, 1.33, -0.05, 357.26, 327.01, 0.04
0.17, 1.33, -0.05, 357.23, 326.96, 0.08
0.17, 1.33, -0.05, 357.20, 326.91, 0.10
0.17, 1.33, -0.05, 357.19, 326.87, 0.15
0.17, 1.33, -0.05, 357.15, 326.84, 0.19
0.17, 1.33, -0.05, 357.14, 326.79, 0.21
0.17, 1.33, -0.05, 357.13, 326.76, 0.24
0.17, 1.33, -0.05, 357.12, 326.73, 0.25
0.17, 1.33, -0.05, 357.16, 326.73, 0.27
0.17, 1.33, -0.05, 357.23, 326.72, 0.28
0.17, 1.33, -0.05, 357.24, 326.69, 0.31
0.17, 1.33, -0.05, 357.19, 326.67, 0.36
0.17, 1.33, -0.05, 357.15, 326.64, 0.37
0.17, 1.33, -0.05, 357.09, 326.63, 0.37
0.17, 1.33, -0.05, 357.09, 326.64, 0.33
0.17, 1.33, -0.05, 357.09, 326.62, 0.36
0.17, 1.33, -0.05, 357.13, 326.61, 0.37
0.17, 1.33, -0.05, 357.17, 326.54, 0.37
0.17, 1.33, -0.05, 357.21, 326.50, 0.37
0.17, 1.33, -0.05, 357.21, 326.41, 0.36
0.17, 1.33, -0.05, 357.24, 326.31, 0.35
0.17, 1.33, -0.05, 357.26, 326.23, 0.36
0.17, 1.33, -0.05, 357.32, 326.14, 0.37
0.17, 1.33, -0.05, 357.38, 326.09, 0.37
0.17, 1.33, -0.05, 357.46, 326.04, 0.37
0.17, 1.33, -0.05, 357.50, 325.99, 0.36
0.17, 1.33, -0.05, 357.56, 325.97, 0.33
0.17, 1.33, -0.05, 357.61, 326.04, 0.28
0.17, 1.33, -0.05, 357.64, 326.20, 0.28
0.17, 1.33, -0.05, 357.75, 326.42, 0.28
0.17, 1.33, -0.05, 357.86, 326.62, 0.29
0.17, 1.33, -0.05, 357.99, 326.95, 0.25
0.17, 1.33, -0.05, 358.20, 327.35, 0.17
0.17, 1.33, -0.05, 358.39, 327.77, 0.07
0.17, 1.33, -0.05, 358.57, 328.30, 0.00
0.17, 1.33, -0.04, 358.74, 328.87, 359.89
0.17, 1.33, -0.04, 358.85, 329.56, 359.80
0.17, 1.33, -0.04, 358.96, 330.36, 359.73
0.17, 1.33, -0.04, 359.09, 331.13, 359.65
0.17, 1.33, -0.04, 359.20, 332.00, 359.60
0.17, 1.33, -0.04, 359.36, 332.94, 359.56
0.18, 1.33, -0.04, 359.46, 333.88, 359.53
0.18, 1.33, -0.04, 359.51, 334.86, 359.60
0.18, 1.33, -0.04, 359.55, 335.88, 359.61
0.18, 1.33, -0.04, 359.62, 336.85, 359.58
0.18, 1.33, -0.04, 359.80, 337.93, 359.59
0.18, 1.33, -0.04, 0.04, 339.02, 359.55
0.18, 1.33, -0.04, 0.15, 340.25, 359.51
0.18, 1.33, -0.04, 0.34, 341.38, 359.54
0.18, 1.33, -0.04, 0.53, 342.67, 359.57
0.18, 1.33, -0.04, 0.66, 343.86, 359.62
0.18, 1.33, -0.04, 0.63, 345.05, 359.63
0.18, 1.33, -0.04, 0.70, 346.29, 359.56
0.18, 1.33, -0.04, 0.82, 347.49, 359.48
0.18, 1.33, -0.04, 0.92, 348.68, 359.31
0.18, 1.33, -0.04, 1.01, 349.89, 359.26
0.18, 1.33, -0.04, 1.11, 351.13, 359.19
0.18, 1.33, -0.04, 1.19, 352.25, 359.01
0.18, 1.33, -0.04, 1.15, 353.50, 358.89
0.18, 1.33, -0.04, 1.12, 354.68, 358.65
0.18, 1.33, -0.04, 1.47, 355.97, 358.33
0.18, 1.33, -0.04, 1.93, 357.31, 358.01
0.18, 1.33, -0.04, 2.28, 358.64, 357.83
0.18, 1.33, -0.04, 2.63, 0.03, 357.70
0.18, 1.33, -0.04, 2.79, 1.32, 357.65
0.17, 1.33, -0.04, 3.13, 2.41, 357.77
0.17, 1.33, -0.04, 3.38, 3.42, 357.97
0.17, 1.33, -0.04, 3.57, 4.18, 358.14
0.17, 1.33, -0.04, 3.75, 4.70, 358.11
0.17, 1.33, -0.04, 4.06, 5.24, 357.89
0.17, 1.33, -0.04, 4.50, 5.79, 357.56
0.17, 1.33, -0.04, 4.71, 6.06, 357.34
0.17, 1.33, -0.04, 4.85, 6.18, 357.52
0.17, 1.33, -0.04, 4.85, 6.18, 357.52
0.17, 1.32, -0.04, 5.40, 6.12, 357.93
0.17, 1.32, -0.04, 6.06, 5.93, 358.54
0.17, 1.32, -0.04, 7.08, 5.22, 359.44
0.17, 1.32, -0.04, 7.83, 5.03, 359.92
0.17, 1.32, -0.04, 8.71, 4.63, 0.38
0.17, 1.31, -0.04, 9.78, 4.18, 0.74
0.17, 1.32, -0.04, 10.92, 3.74, 0.98
0.17, 1.32, -0.04, 11.83, 3.38, 1.31
0.17, 1.32, -0.04, 11.83, 3.06, 1.38
0.17, 1.31, -0.04, 11.80, 2.88, 1.34
0.17, 1.31, -0.04, 12.06, 2.82, 0.93
0.17, 1.31, -0.04, 12.57, 2.81, 0.71
0.17, 1.31, -0.04, 13.05, 2.86, 0.62
0.17, 1.31, -0.04, 13.69, 2.91, 0.67
0.17, 1.31, -0.04, 14.13, 3.03, 0.78
0.17, 1.31, -0.03, 14.26, 3.18, 1.00
0.17, 1.31, -0.03, 14.22, 3.30, 1.11
0.17, 1.31, -0.03, 14.18, 3.47, 1.30
0.17, 1.31, -0.03, 14.42, 3.72, 1.29
0.17, 1.31, -0.03, 14.83, 3.96, 1.20
0.17, 1.30, -0.03, 15.43, 4.18, 1.03
0.17, 1.30, -0.03, 16.25, 4.47, 0.85
0.16, 1.30, -0.03, 17.23, 4.74, 0.64
0.16, 1.30, -0.03, 18.28, 4.98, 0.37
0.16, 1.30, -0.03, 19.36, 5.31, 0.20
0.16, 1.30, -0.03, 20.37, 5.69, 0.01
0.16, 1.29, -0.03, 21.43, 6.01, 359.83
0.15, 1.29, -0.03, 22.54, 6.32, 359.74
0.15, 1.29, -0.03, 23.43, 6.70, 359.70
0.15, 1.29, -0.02, 24.37, 7.12, 359.55
0.15, 1.29, -0.02, 25.21, 7.55, 359.41
0.15, 1.28, -0.02, 26.04, 8.07, 359.25
0.14, 1.28, -0.02, 26.94, 8.56, 359.10
0.14, 1.28, -0.02, 27.76, 9.06, 359.07
0.14, 1.28, -0.02, 28.60, 9.51, 359.05
0.13, 1.28, -0.02, 29.51, 9.99, 359.16
0.13, 1.28, -0.02, 30.44, 10.37, 359.12
0.13, 1.28, -0.02, 31.47, 10.73, 359.24
0.13, 1.27, -0.02, 32.38, 11.05, 359.23
0.12, 1.27, -0.02, 32.95, 11.33, 359.14
0.12, 1.27, -0.02, 33.35, 11.63, 359.13
0.12, 1.27, -0.02, 33.77, 11.82, 359.04
0.11, 1.27, -0.02, 34.13, 11.94, 358.89
0.11, 1.27, -0.02, 34.78, 11.89, 358.65
0.11, 1.27, -0.02, 35.67, 11.97, 358.67
0.11, 1.27, -0.02, 36.61, 11.82, 358.54
0.11, 1.26, -0.02, 37.23, 11.64, 358.57
0.10, 1.26, -0.01, 37.34, 11.46, 358.61
0.10, 1.26, -0.01, 37.29, 11.29, 358.53
0.10, 1.26, -0.01, 37.32, 11.06, 358.62
0.10, 1.26, -0.01, 37.35, 10.85, 358.63
0.10, 1.26, -0.01, 37.51, 10.54, 358.67
0.10, 1.26, -0.02, 37.59, 10.28, 358.47
0.10, 1.26, -0.02, 37.63, 10.03, 358.22
0.10, 1.26, -0.02, 37.79, 9.82, 357.94
0.10, 1.26, -0.02, 37.76, 9.67, 357.83
0.10, 1.26, -0.02, 38.05, 9.36, 357.72
0.10, 1.26, -0.02, 38.78, 8.93, 357.89
0.10, 1.26, -0.02, 38.56, 8.76, 357.93
0.09, 1.26, -0.02, 38.14, 8.90, 357.83
0.10, 1.26, -0.02, 37.65, 9.14, 357.64
0.10, 1.26, -0.02, 37.11, 9.53, 357.61
0.10, 1.26, -0.02, 37.12, 9.86, 357.59
0.10, 1.26, -0.02, 37.27, 10.33, 357.63
0.10, 1.26, -0.02, 37.42, 10.77, 357.77
0.10, 1.26, -0.02, 37.44, 11.18, 357.96
0.10, 1.26, -0.02, 37.46, 11.65, 358.15
